sku,price,name,technical_description,material_code,customer_material_code,lead_time,brand,hsn,tax_percentage,moq,uom,customer_uom,url
,61.58565,"HEX HEAD, HIGH TENSILE BOLT, 16MM, 280MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 280
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 16 MM
LENGTH: 280 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0033,21-28 Days,,7318,18.00%,1,EA,EA,
,147.80556,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 125MM","Short Description :
HEX HEAD, HIGH TENSILE BOLT, 27MM, 125MM
-
Technical Specification :
TYPE:HEX.HEAD, METRIC
LENGTH:125mm
PROPERTY CLASS:10.9
NOMINAL BOLT DIAMETER:27mm
REFERENCE STD.:IS1364(PART 1) HEX.HEAD BOLTS",,0101G0042,21-28 Days,,7318,18.00%,1,EA,EA,
,89.06877,"SOCKET HEAD,HIGH TENSILE SCREW24X100MM",ALLEN BOLT M24X100,,0100F0075,21-28 Days,,7318,18.00%,1,EA,EA,
,58.31784,"""WASHER PLAIN MS 1/4""""""","Short Description :
WASHER PLAIN MS 1/4""
Technical Specification :
TYPE:PLAIN WASHER,INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 1/4""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0003,21-28 Days,,7318,18.00%,1,EA,EA,
,66.5,"BOLT-NUT HEX HD MS 7/8"" X 4"" 4.6",M.S BOLT & NUT 7/8'' X 4'',,0090B0027,21-28 Days,,7318,18.00%,1,EA,EA,
,30.1644,"NYLOK NUT,M30 X 3.5MM-PITCH MM.","Short Description :
NYLOK NUT,M30 X 3.5MM-PITCH MM.
Technical Specification :
TYPE:NUT NYLOK,SELF LOCKING,METRIC THREAD
SIZES : M30 X 3.5MM-PITCH MM.",,0104A0014,21-28 Days,,7318,18.00%,1,EA,EA,
,87.9256,"BOLT-NUT CSK HD MS 3/4"" X 2-1/2""","CSK BOLT 3/4"" X 2 1/2""",,0090A0027,21-28 Days,,7318,18.00%,1,EA,EA,
,109.09458,"SOCKET HEAD,HIGH TENSILE SCREW24X110MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 110MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:110mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0076,21-28 Days,,7318,18.00%,1,EA,EA,
,61.3872,"""WASHER PLAIN MS 5/16""""""","Short Description :
WASHER PLAIN MS 5/16""
Technical Specification :
TYPE:PLAIN WASHER,INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 5/16""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0004,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,M.S. HEX BOLT with NUT 5/8 x 4,"Short Description :
BLACK BOLT/BLACK BOLT WITH NUT,HEX.HEAD,BLACK BOLT,BSW,0.625
Technical Specification :
TYPE:HEX.HEAD,BLACK BOLT,BSW
LENGTH : 101.6 MM.
PROPERTY CLASS : 26 TONS/SQ.INCH-BS 916
NOMINAL BOLT DIAMETER : 0.625 INCH
REFERENCE STD. : BS 916-BLACK BOLT SCREW&NUT,HEX.& SQUARE",,0090A0097,21-28 Days,,7318,18.00%,1,EA,EA,
,136.89424,"""SOCKET HEAD,HIGH TENSILE SCREW20X180MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 180MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:180mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0041,21-28 Days,,7318,18.00%,1,EA,EA,
,63.69902,"SOCKET HEAD,HIGH TENSILE SCREW24X60MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 60MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:60mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0068,21-28 Days,,7318,18.00%,1,EA,EA,
,119.29834,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 90 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0037,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,"BOLT-NUT HEX HD MS 3/4"" X 2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 3/4"" X 2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:3/4""
LENGTH: 2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 10 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0008,21-28 Days,,7318,18.00%,1,EA,EA,
,274.49604,"HEX HEAD, HIGH TENSILE BOLT, 36MM, 120MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 120
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS: 10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 36 MM
LENGTH: 120 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0010,21-28 Days,,7318,18.00%,1,EA,EA,
,130.20966,"SOCKET HEAD,HIGH TENSILE SCREW24X150MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 150MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:150mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0080,21-28 Days,,7318,18.00%,1,EA,EA,
,66.96,"BOLT-NUT HEX HD MS 1-1/2"" X 6"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1-1/2"" X 6"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:1-1/2""
LENGTH: 6""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 6 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0083,21-28 Days,,7318,18.00%,1,EA,EA,
,147.80556,"SOCKET HEAD,HIGH TENSILE SCREW30X90MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 30MM, 90MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:90mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:30mm",,0100G0016,21-28 Days,,7318,18.00%,1,EA,EA,
,146.04597,"HEAD, HIGH TENSILE BOLT, 30MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 90 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0061,21-28 Days,,7318,18.00%,1,EA,EA,
,54.73349,"BOLT-NUT HEX HD MS 7/8"" X 5-1/2"" 4.6","M S BOLT & NUT 7/8"" X 5 1/2 """,,0090B0030,21-28 Days,,7318,18.00%,1,EA,EA,
,134.78087,"HEX HEAD, HIGH TENSILE BOLT, 30MM, 80MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 60
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 60 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0059,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,"BOLT-NUT HEX HD MS 5/8"" X 1-1/2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 5/8"" X 1-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 5/8""
LENGTH: 1-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 12 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0092,21-28 Days,,7318,18.00%,1,EA,EA,
,221.70834,"""HEX HEAD, HIGH TENSILE BOLT, 27MM, 200M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 200
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 27 MM
LENGTH: 200 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0049,21-28 Days,,7318,18.00%,1,EA,EA,
,346.63923,"HEX HEAD, HIGH TENSILE BOLT, 33MM, 200MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 33 X 200
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:33 MM
LENGTH: 200 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0096,21-28 Days,,7318,18.00%,1,EA,EA,
,241.77139,"""HEX HEAD, HIGH TENSILE BOLT, 36MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:36 MM
LENGTH: 90 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0006,21-28 Days,,7318,18.00%,1,EA,EA,
,143.64,"SOCKET HEAD,HIGH TENSILE SCREW20X200MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 200MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:200mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0042,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,"BOLT-NUT HEX HD MS 1-1/2"" X 7"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1-1/2"" X 7"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:1-1/2""
LENGTH: 7""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 6 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0084,21-28 Days,,7318,18.00%,1,EA,EA,
,234.7051,"&OCKET HEAD,HIGH TENSILE SCREW24X260MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 260MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:260mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0087,21-28 Days,,7318,18.00%,1,EA,EA,
,214.48378,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 280MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 280
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 24 MM
LENGTH: 280 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0031,21-28 Days,,7318,18.00%,1,EA,EA,
,517.104,"HEX HEAD, HIGH TENSILE BOLT, 30MM, 340MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 340
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 30 MM
LENGTH: 340 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0080,21-28 Days,,7318,18.00%,1,EA,EA,
,69.768,"BOLT-NUT HEX HD MS 3/8"" X 1-1/2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 3/8"" X 1-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 3/8""
LENGTH: 1-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 16 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0067,21-28 Days,,7318,18.00%,1,EA,EA,
,70.3836,"SOCKET HEAD,HIGH TENSILE SCREW24X65MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 65MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:65mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0069,21-28 Days,,7318,18.00%,1,EA,EA,
,262.88647,"HEX HEAD, HIGH TENSILE BOLT, 33MM, 140MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 33 X 140
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 33 MM
LENGTH: 140 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0091,21-28 Days,,7318,18.00%,1,EA,EA,
,178.752,"EYE BOLT,24 MM.,WITH COLLAR,BS 4278","Short Description :
EYE BOLT,24 MM.,WITH COLLAR,BS 4278
Technical Specification :
TYPE:WITH COLLAR,BS 4278
REFERENCE STD.:BS 4278(TAB4)-EYE BOLTS FOR LIFTING
NOMINAL DIAMETER:24mm",,0091A0007,21-28 Days,,7318,18.00%,1,EA,EA,
,568.841,";EX HEAD, HIGH TENSILE BOLT, 36MM, 240MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 240
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:36 MM
LENGTH: 240 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0020,21-28 Days,,7318,18.00%,1,EA,EA,
,348.96673,"SOCKET HEAD,HIGH TENSILE SCREW30X160MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 30MM, 160MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:160mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:30mm",,0100G0023,21-28 Days,,7318,18.00%,1,EA,EA,
,49.7742,"WASHER PLAIN MS 2""","Short Description :
WASHER PLAIN MS 2""
Technical Specification :
TYPE:PLAIN WASHER,INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 2""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0015,21-28 Days,,7318,18.00%,1,EA,EA,
,153.08433,"SOCKET HEAD,HIGH TENSILE SCREW27X90MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 27MM, 90MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:90mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:27mm",,0100F0094,21-28 Days,,7318,18.00%,1,EA,EA,
,288.21898,"HEX HEAD, HIGH TENSILE BOLT, 36MM, 130MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 130
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS: 10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 36 MM
LENGTH: 130 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0012,21-28 Days,,7318,18.00%,1,EA,EA,
,290.68613,"HEX HEAD, HIGH TENSILE BOLT, 33MM, 160MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 33 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 33 MM
LENGTH: 160 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0093,21-28 Days,,7318,18.00%,1,EA,EA,
,302.5465,"HEX HEAD, HIGH TENSILE BOLT, 33MM, 170MM","Short Description :
HEX HEAD, HIGH TENSILE BOLT, 33MM, 170MM
-
Technical Specification :
TYPE:HEX.HEAD, METRIC
LENGTH:170mm
PROPERTY CLASS:10.9
NOMINAL BOLT DIAMETER:33mm
REFERENCE STD.:IS1364(PART 1) HEX.HEAD BOLTS",,0101G0094,21-28 Days,,7318,18.00%,1,EA,EA,
,607.76611,"HEX HEAD, HIGH TENSILE BOLT, 36MM, 260MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 260
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS: 10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 36 MM
LENGTH: 260 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0021,21-28 Days,,7318,18.00%,1,EA,EA,
,229.463,"HEX HEAD, HIGH TENSILE BOLT, 36MM, 80MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 80
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS: 10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 36 MM
LENGTH: 80 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0004,21-28 Days,,7318,18.00%,1,EA,EA,
,237.47948,"SOCKET HEAD,HIGH TENSILE SCREW24X220MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 220MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:220mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0085,21-28 Days,,7318,18.00%,1,EA,EA,
,411.39028,"HEX HEAD, HIGH TENSILE BOLT, 30MM, 280MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 280
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 30 MM
LENGTH: 280 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0077,21-28 Days,,7318,18.00%,1,EA,EA,
,105.0985,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 70MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 70
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 27 MM
LENGTH: 70 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0033,21-28 Days,,7318,18.00%,1,EA,EA,
,218.18916,"SOCKET HEAD,HIGH TENSILE SCREW24X160MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 160MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:160mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0081,21-28 Days,,7318,18.00%,1,EA,EA,
,456.9025,"HEX HEAD, HIGH TENSILE BOLT, 30MM, 320MM","Short Description :
HEX HEAD, HIGH TENSILE BOLT, 30MM, 320MM
-
Technical Specification :
TYPE:HEX.HEAD, METRIC
LENGTH:320mm
PROPERTY CLASS:10.9
NOMINAL BOLT DIAMETER:30mm
REFERENCE STD.:IS1364(PART 1) HEX.HEAD BOLTS",,0101G0079,21-28 Days,,7318,18.00%,1,EA,EA,
,62.31183,"SOCKET HEAD,HIGH TENSILE SCREW24X55MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 55MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:55mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0067,21-28 Days,,7318,18.00%,1,EA,EA,
,124.2315,"SOCKET HEAD,HIGH TENSILE SCREW30X70MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 30MM, 70MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:70mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:30mm",,0100G0012,21-28 Days,,7318,18.00%,1,EA,EA,
,390.62898,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 300MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 300
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 27 MM
LENGTH: 300 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0054,21-28 Days,,7318,18.00%,1,EA,EA,
,256.025,"BOLT ,HEX HEAD,30MM,200MM,10.9,CARBON ST","BOLT ,HEX HEAD,30MM,200MM,10.9,CARBON ST
TYPE : HEX HEAD
REFERENCE STANDARD : IS 1364 (PART1)/ISO4014/DIN931
SIZE : 30 MM
MATERIAL OF CONSTRUCTION : CARBON STEEL
PROPERTY CLASS/GRADE : 10.9
SURFACE COATING : BLACK
THREAD TYPE : METRIC
THREAD LENGTH : STANDARD
OVERALL LENGTH : 200 MM
THREAD HANDEDNESS : RIGHT
END TYPE : NOT SPECIFIED
SPECIAL FEATURES : NO SPECIAL FEATURE
ADDITIONAL UMC DETAIL::",,5544A1299,21-28 Days,,7318,18.00%,1,EA,EA,
,231.9995,"BOLT ,HEX HEAD,30MM,160MM,10.9,CARBON ST","BOLT ,HEX HEAD,30MM,160MM,10.9,CARBON ST
TYPE : HEX HEAD
REFERENCE STANDARD : IS 1364 (PART1)/ISO4014/DIN931
SIZE : 30 MM
MATERIAL OF CONSTRUCTION : CARBON STEEL
PROPERTY CLASS/GRADE : 10.9
SURFACE COATING : BLACK
THREAD TYPE : METRIC
THREAD LENGTH : STANDARD
OVERALL LENGTH : 160 MM
THREAD HANDEDNESS : RIGHT
END TYPE : NOT SPECIFIED
SPECIAL FEATURES : NO SPECIAL FEATURE
ADDITIONAL UMC DETAIL::",,5544A1297,21-28 Days,,7318,18.00%,1,EA,EA,
,24.745,0OSE ACCESSORIES,"Short Description :
HOSE ACCESSORIES,JUBILEE CLAMP,FOR 50.8 MM ID HOSE

Technical Specification :
MATERIAL:SS304
DESCRIPTION:JUBILEE CLAMP,FOR 50.8 MM ID HOSE",,1070A0072,28-42 Days,,3917,18.00%,1,EA,EA,
,2000,S.S.CORRUGATED FLEX.HOSE,"Short Description :
S.S.CORRUGATED FLEX.HOSE,25.4 MM.,5000 MM.
Technical Specification :
OVERALL LENGTH:5000MM.
END FITTING,ONE END : SFSN,1.1/4""BSP
NO.OF BRAIDING : ONE
WORKING PRESSURE : 25 KG / SQ.CM.
NOMINAL I.D. : 25.4 MM.
END FITTING,OTHER END : SFSN,1.1/4""BSP WITH MALE ADOPTER
BRAIDING MATERIAL : SS321/HT
MATERIAL FOR END FITTING : SS304
PROTECTION : ASBESTOS BRAIDING
INNER CORE MATERIAL : SS304
FLUID : WATER/STEAM/OIL/AIR
FLEXIBILITY CLASS : C",,0623A0024,28-42 Days,,3917,18.00%,1,EA,EA,
,167.58,HOSES 20-MM,"Short Description :
HOSES,ROCK DRILL HOSE,20.0 MM.,300 POUNDS PER SQ. INCH
Technical Specification :
TYPE:ROCK DRILL HOSE
WORKING PRESSURE : 300 KG / SQ.CM.
NOMINAL I.D. : 20.0 MM.
REFERENCE STANDARD : IS 446,TYPE 3-ROCK DRILL HOSE
08-Additional Specification
TO BE SUPPLIED IN LENGTH OF 15 METRES ONLY.",,0622A0012,28-42 Days,,3917,18.00%,1,EA,EA,
,136.22,HOSES 12.5MM,"Short Description :
HOSES,AIR/WATER HOSE,12.50 MM.,200 POUNDS PER SQ. INCH
Technical Specification :
TYPE:AIR/WATER HOSE
WORKING PRESSURE : 200 KG / SQ.CM.
NOMINAL I.D. : 12.50 MM.
REFERENCE STANDARD : IS 446,TYPE 2-AIR/WATER HOSE
08-Additional Specification
TO BE SUPPLIED IN LENGTH OF 15 METRES ONLY.",,0622A0003,28-42 Days,,3917,18.00%,1,EA,EA,
